char,height,origin_path,path,width,x,y,isTrain,label
h,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/h/DSC03719_3.jpg,15,201,29,True,59
i,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/i/DSC03719_3.jpg,5,217,27,True,60
o,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/o/DSC03719_3.jpg,13,224,35,True,66
n,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/n/DSC03719_1.jpg,18,237,32,True,65
T,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/T/DSC03719_5.jpg,21,436,184,True,42
4,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/4/DSC03719_2.jpg,17,464,185,True,15
8,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/8/DSC03719_1.jpg,16,482,184,True,19
4,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/4/DSC03719_3.jpg,15,500,186,True,15
1,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/1/DSC03719_1.jpg,15,527,184,True,12
5,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/5/DSC03719_1.jpg,16,543,182,True,16
9,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/9/DSC03719_1.jpg,19,559,180,True,20
7,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03719.jpg,char_data/7/DSC03719_1.jpg,17,575,178,True,18
상,130,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/상/DSC03722_1.jpg,78,47,63,True,464
록,123,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/록/DSC03722_1.jpg,69,126,65,True,319
수,123,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/수/DSC03722_1.jpg,87,193,65,True,504
세,122,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/세/DSC03722_1.jpg,132,281,68,True,483
탁,120,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/탁/DSC03722_1.jpg,142,412,71,True,776
T,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/T/DSC03722_1.jpg,26,176,202,True,42
4,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/4/DSC03722_2.jpg,29,219,206,True,15
8,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/8/DSC03722_1.jpg,23,248,205,True,19
7,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/7/DSC03722_1.jpg,27,271,203,True,18
1,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/1/DSC03722_1.jpg,17,329,203,True,12
2,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/2/DSC03722_1.jpg,31,346,203,True,13
4,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/4/DSC03722_3.jpg,29,375,202,True,15
9,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03722.jpg,char_data/9/DSC03722_1.jpg,29,405,204,True,20
4,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/4/DSC03723_2.jpg,25,392,198,True,15
8,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/8/DSC03723_2.jpg,23,416,198,True,19
5,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/5/DSC03723_2.jpg,18,439,196,True,16
4,24,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/4/DSC03723_3.jpg,21,477,200,True,15
6,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/6/DSC03723_1.jpg,22,498,197,True,17
5,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/5/DSC03723_3.jpg,21,519,198,True,16
8,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/8/DSC03723_3.jpg,23,539,198,True,19
수,108,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/수/DSC03723_1.jpg,64,187,67,True,504
정,98,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/정/DSC03723_1.jpg,73,257,65,True,660
헤,100,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/헤/DSC03723_1.jpg,70,335,70,True,864
어,98,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/어/DSC03723_1.jpg,76,414,66,True,563
샵,101,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03723.jpg,char_data/샵/DSC03723_1.jpg,79,494,66,True,472
상,106,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/상/DSC03724_1.jpg,74,69,155,True,464
록,109,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/록/DSC03724_1.jpg,64,143,147,True,319
수,94,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/수/DSC03724_1.jpg,69,206,144,True,504
치,124,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/치/DSC03724_1.jpg,91,278,143,True,736
킨,140,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/킨/DSC03724_1.jpg,91,371,138,True,772
호,132,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/호/DSC03724_1.jpg,98,458,134,True,871
프,127,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/프/DSC03724_1.jpg,69,558,130,True,840
T,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/T/DSC03724_1.jpg,29,311,276,True,42
4,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/4/DSC03724_1.jpg,31,348,278,True,15
7,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/7/DSC03724_3.jpg,21,379,281,True,18
2,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/2/DSC03724_1.jpg,24,400,275,True,13
7,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/7/DSC03724_4.jpg,25,452,278,True,18
7,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/7/DSC03724_5.jpg,26,478,275,True,18
3,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/3/DSC03724_1.jpg,27,503,274,True,14
0,44,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03724.jpg,char_data/0/DSC03724_1.jpg,31,529,275,True,11
상,86,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/상/DSC03730_2.jpg,77,96,168,True,464
록,84,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/록/DSC03730_1.jpg,69,177,167,True,319
수,88,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/수/DSC03730_1.jpg,76,253,166,True,504
피,84,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/피/DSC03730_1.jpg,79,337,167,True,844
아,76,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/아/DSC03730_1.jpg,83,417,164,True,543
노,82,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/노/DSC03730_1.jpg,87,507,158,True,196
전,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/전/DSC03730_1.jpg,33,91,261,True,655
문,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/문/DSC03730_1.jpg,38,124,261,True,377
교,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/교/DSC03730_1.jpg,36,162,257,True,122
육,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/육/DSC03730_1.jpg,40,198,254,True,622
상,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/상/DSC03730_3.jpg,35,238,256,True,464
담,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/담/DSC03730_1.jpg,35,274,254,True,223
4,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/4/DSC03730_1.jpg,27,325,256,True,15
8,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/8/DSC03730_1.jpg,22,352,254,True,19
3,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/3/DSC03730_1.jpg,21,374,255,True,14
5,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/5/DSC03730_2.jpg,23,408,254,True,16
5,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/5/DSC03730_3.jpg,23,430,251,True,16
6,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/6/DSC03730_2.jpg,28,452,245,True,17
6,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/6/DSC03730_3.jpg,21,480,247,True,17
2,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/2/DSC03730_2.jpg,24,529,247,True,13
F,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/F/DSC03730_1.jpg,18,552,246,True,28
P,90,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/P/DSC03730_1.jpg,65,100,321,True,38
i,66,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/i/DSC03730_1.jpg,23,164,340,True,60
z,69,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/z/DSC03730_2.jpg,36,191,340,True,77
z,56,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/z/DSC03730_3.jpg,40,223,348,True,77
a,46,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/a/DSC03730_1.jpg,42,263,346,True,51
2,71,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/2/DSC03730_3.jpg,58,312,325,True,13
0,70,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/0/DSC03730_2.jpg,57,365,323,True,11
0,68,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/0/DSC03730_3.jpg,71,416,322,True,11
1,73,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03730.jpg,char_data/1/DSC03730_1.jpg,40,484,320,True,12
상,103,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/상/DSC03732_2.jpg,95,40,287,True,464
록,95,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/록/DSC03732_1.jpg,92,135,290,True,319
수,96,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/수/DSC03732_1.jpg,101,226,290,True,504
피,96,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/피/DSC03732_1.jpg,93,325,287,True,844
아,101,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/아/DSC03732_1.jpg,105,417,286,True,543
노,92,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/노/DSC03732_1.jpg,109,523,282,True,196
전,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/전/DSC03732_1.jpg,46,27,401,True,655
문,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/문/DSC03732_1.jpg,47,72,398,True,377
교,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/교/DSC03732_1.jpg,47,118,398,True,122
육,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/육/DSC03732_1.jpg,41,164,397,True,622
상,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/상/DSC03732_3.jpg,49,205,398,True,464
담,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/담/DSC03732_1.jpg,41,256,391,True,223
4,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/4/DSC03732_1.jpg,31,315,394,True,15
8,42,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/8/DSC03732_1.jpg,25,348,392,True,19
3,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/3/DSC03732_1.jpg,25,373,392,True,14
5,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/5/DSC03732_2.jpg,27,416,391,True,16
5,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/5/DSC03732_3.jpg,26,443,389,True,16
6,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/6/DSC03732_2.jpg,30,470,391,True,17
6,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/6/DSC03732_3.jpg,31,501,390,True,17
2,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/2/DSC03732_1.jpg,24,560,389,True,13
F,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03732.jpg,char_data/F/DSC03732_1.jpg,27,584,390,True,28
H,117,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/H/DSC03733_1.jpg,96,202,188,True,30
a,62,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/a/DSC03733_1.jpg,47,271,218,True,51
l,88,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/l/DSC03733_1.jpg,28,321,191,True,63
i,89,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/i/DSC03733_1.jpg,30,347,191,True,60
m,55,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/m/DSC03733_1.jpg,76,376,223,True,64
4,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/4/DSC03733_1.jpg,19,486,179,True,15
8,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/8/DSC03733_1.jpg,12,505,178,True,19
7,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/7/DSC03733_1.jpg,15,516,176,True,18
0,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/0/DSC03733_2.jpg,18,535,176,True,11
6,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/6/DSC03733_2.jpg,15,553,176,True,17
0,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/0/DSC03733_3.jpg,16,566,175,True,11
6,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/6/DSC03733_3.jpg,17,581,172,True,17
하,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/하/DSC03733_1.jpg,31,269,287,True,847
림,42,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/림/DSC03733_1.jpg,27,298,284,True,341
치,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/치/DSC03733_1.jpg,25,325,285,True,736
킨,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/킨/DSC03733_1.jpg,24,350,285,True,772
익,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/익/DSC03733_1.jpg,27,373,285,True,633
스,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/스/DSC03733_2.jpg,26,400,284,True,516
프,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/프/DSC03733_1.jpg,27,424,284,True,840
레,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/레/DSC03733_1.jpg,28,449,285,True,306
스,38,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03733.jpg,char_data/스/DSC03733_3.jpg,30,478,282,True,516
만,108,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/만/DSC03734_1.jpg,95,205,246,True,346
년,100,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/년/DSC03734_1.jpg,96,312,248,True,193
약,103,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/약/DSC03734_1.jpg,86,416,245,True,559
국,93,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/국/DSC03734_1.jpg,100,508,248,True,124
T,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/T/DSC03734_1.jpg,20,475,350,True,42
4,26,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/4/DSC03734_1.jpg,14,500,350,True,15
8,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/8/DSC03734_1.jpg,12,514,348,True,19
9,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/9/DSC03734_1.jpg,12,526,344,True,20
5,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/5/DSC03734_3.jpg,13,550,349,True,16
5,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/5/DSC03734_4.jpg,10,564,346,True,16
5,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/5/DSC03734_5.jpg,13,573,350,True,16
7,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03734.jpg,char_data/7/DSC03734_1.jpg,14,586,350,True,18
화,101,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/화/DSC03735_1.jpg,82,95,219,True,876
장,96,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/장/DSC03735_1.jpg,77,202,227,True,650
품,97,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/품/DSC03735_1.jpg,65,318,225,True,837
컬,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/컬/DSC03735_1.jpg,23,76,132,True,751
러,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/러/DSC03735_1.jpg,23,96,129,True,300
파,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/파/DSC03735_1.jpg,19,119,131,True,811
티,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/티/DSC03735_1.jpg,21,140,133,True,806
T,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/T/DSC03735_1.jpg,19,429,150,True,42
4,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/4/DSC03735_2.jpg,19,454,147,True,15
8,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/8/DSC03735_1.jpg,17,470,148,True,19
3,26,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/3/DSC03735_1.jpg,21,516,152,True,14
5,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/5/DSC03735_2.jpg,19,535,149,True,16
5,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/5/DSC03735_3.jpg,14,555,144,True,16
4,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/4/DSC03735_3.jpg,19,571,152,True,15
피,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/피/DSC03735_1.jpg,26,229,192,True,844
부,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/부/DSC03735_1.jpg,18,255,191,True,428
관,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/관/DSC03735_1.jpg,20,273,193,True,120
리,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/리/DSC03735_1.jpg,18,294,193,True,338
전,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/전/DSC03735_1.jpg,17,313,191,True,655
문,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/문/DSC03735_1.jpg,20,330,187,True,377
점,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03735.jpg,char_data/점/DSC03735_1.jpg,20,350,194,True,658
오,109,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/오/DSC03737_1.jpg,87,50,31,True,588
복,115,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/복/DSC03737_1.jpg,84,136,33,True,421
한,121,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/한/DSC03737_1.jpg,97,268,37,True,849
의,124,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/의/DSC03737_1.jpg,117,369,37,True,631
원,127,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/원/DSC03737_1.jpg,114,484,36,True,614
T,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/T/DSC03737_1.jpg,23,118,160,True,42
4,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/4/DSC03737_3.jpg,18,152,161,True,15
8,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_6.jpg,17,172,161,True,19
8,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_7.jpg,19,189,159,True,19
5,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/5/DSC03737_3.jpg,19,231,166,True,16
9,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/9/DSC03737_2.jpg,19,249,164,True,20
8,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_8.jpg,20,269,164,True,19
4,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/4/DSC03737_4.jpg,17,290,165,True,15
4,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/4/DSC03737_5.jpg,22,320,168,True,15
8,25,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_9.jpg,20,342,167,True,19
8,33,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_10.jpg,20,362,166,True,19
5,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/5/DSC03737_4.jpg,19,400,169,True,16
9,31,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/9/DSC03737_3.jpg,13,423,168,True,20
8,29,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/8/DSC03737_11.jpg,17,441,169,True,19
5,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/5/DSC03737_5.jpg,23,456,173,True,16
3,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/3/DSC03737_1.jpg,19,545,171,True,14
F,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03737.jpg,char_data/F/DSC03737_1.jpg,22,565,174,True,28
늘,100,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03738.jpg,char_data/늘/DSC03738_1.jpg,108,252,26,True,211
푸,87,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03738.jpg,char_data/푸/DSC03738_1.jpg,106,358,28,True,835
른,93,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03738.jpg,char_data/른/DSC03738_1.jpg,106,464,37,True,333
3,57,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03738.jpg,char_data/3/DSC03738_1.jpg,48,83,221,True,14
